ID,N/U,F/J,DaysLastBuy,ValueLastBuy,NumberOfPayments,FinishPaying,DaysLastService,NumberOfBuys,NumberOfServices,TotalSalesSpending,TotalServicesSpending,KM,Results
3105,N,F,736.0,52000.0,0.0,736.0,359.0,3,4,312000.0,1034.12,6740,1.0
3106,N,F,736.0,209825.0,0.0,736.0,415.0,5,3,1049125.0,1863.4499999999998,28003,0.0
3107,N,F,782.0,80390.0,0.0,782.0,424.0,1,8,80390.0,2975.620000000001,5541,0.0
3108,N,F,757.0,84000.0,0.0,757.0,,1,0,336000.0,0.0,0,0.0
3109,N,F,757.0,76000.0,0.0,757.0,,3,0,228000.0,0.0,0,0.0
3110,U,F,782.0,58000.0,0.0,782.0,,1,0,58000.0,0.0,0,0.0
3111,U,F,757.0,31450.0,0.0,757.0,,1,0,31450.0,0.0,0,0.0
3112,N,F,783.0,100000.0,0.0,783.0,,2,0,400000.0,0.0,0,0.0
3113,N,F,738.0,45000.0,0.0,738.0,366.0,1,9,90000.0,4370.62,6018,0.0
3114,N,J,738.0,92000.0,0.0,738.0,,2,0,184000.0,0.0,0,0.0
3115,N,F,703.0,99000.0,0.0,703.0,,1,0,297000.0,0.0,0,0.0
3116,N,F,703.0,90200.0,0.0,703.0,,2,0,360800.0,0.0,0,0.0
3117,N,F,784.0,72000.0,0.0,784.0,442.0,2,5,288000.0,3608.4500000000003,8380,0.0
3118,U,F,753.0,34000.0,0.0,753.0,,1,0,34000.0,0.0,0,0.0
3119,N,F,784.0,92000.0,0.0,784.0,425.0,3,2,276000.0,783.3000000000001,7794,0.0
3120,N,F,758.0,50000.0,0.0,758.0,104.0,2,11,100000.0,2268.2500000000005,40001,0.0
3121,N,F,784.0,60252.69,0.0,784.0,118.0,4,14,220505.38,4584.11,207338,0.0
3122,N,F,785.0,100000.0,0.0,785.0,,3,0,900000.0,0.0,0,0.0
3123,N,F,739.0,90000.0,0.0,739.0,395.0,11,20,921600.0,14556.97,10150,0.0
3124,U,F,739.0,32400.0,0.0,739.0,,2,0,64800.0,0.0,0,0.0
3125,N,F,785.0,92500.0,0.0,785.0,500.0,3,2,832500.0,1194.51,10496,0.0
3126,N,F,716.0,71000.0,0.0,716.0,,7,0,519200.0,0.0,0,0.0
3127,U,F,784.0,11500.0,12.0,424.0,889.0,2,1,23000.0,811.8,40755,0.0
3128,N,F,767.0,99000.0,0.0,767.0,2551.0,5,7,376500.0,1159.38,30200,0.0
3129,N,F,767.0,65000.0,0.0,767.0,654.0,5,32,316000.0,17706.21,119792,0.0
3130,N,F,784.0,67000.0,0.0,784.0,112.0,5,10,335000.0,5008.200000000001,36736,0.0
3131,N,F,785.0,70900.0,0.0,785.0,424.0,2,3,283600.0,890.54,7261,0.0
3132,U,F,704.0,53000.0,0.0,704.0,,2,0,212000.0,0.0,0,0.0
3133,N,F,788.0,65300.0,0.0,788.0,423.0,2,1,261200.0,576.54,8113,0.0
3134,U,F,787.0,35900.0,0.0,787.0,,1,0,35900.0,0.0,0,0.0
3135,N,F,770.0,69500.0,48.0,-670.0,,1,0,69500.0,0.0,0,0.0
3136,N,F,788.0,66700.0,0.0,788.0,,3,0,200100.0,0.0,0,0.0
3137,N,F,742.0,70000.0,0.0,742.0,456.0,7,15,836200.0,8020.14,10282,0.0
3138,U,F,762.0,42000.0,0.0,762.0,160.0,2,4,84000.0,1514.69,46827,0.0
3139,N,F,708.0,396050.0,36.0,-372.0,209.0,13,11,3010500.0,4965.85,13604,0.0
3140,N,F,789.0,66000.0,36.0,-291.0,433.0,5,7,990000.0,1223.9099999999999,7844,0.0
3141,N,F,789.0,92650.0,0.0,789.0,433.0,6,2,555900.0,771.94,6662,0.0
3142,U,F,743.0,175000.0,0.0,743.0,728.0,2,1,350000.0,50.0,23000,0.0
3143,U,F,771.0,37700.0,0.0,771.0,,4,0,150800.0,0.0,0,0.0
3144,N,F,789.0,92000.0,0.0,789.0,424.0,5,10,641000.0,18558.76,7818,0.0
3145,N,F,790.0,92000.0,48.0,-650.0,552.0,3,4,276000.0,32918.04,10980,0.0
3146,N,F,790.0,69500.0,0.0,790.0,,2,0,278000.0,0.0,0,0.0
3147,N,F,790.0,77900.0,0.0,790.0,687.0,4,1,311600.0,2868.18,3370,0.0
3148,N,F,790.0,92000.0,0.0,790.0,416.0,4,5,647000.0,776.2,9935,0.0
3149,U,F,709.0,54400.0,0.0,709.0,,2,0,108800.0,0.0,0,0.0
3150,N,F,790.0,71200.0,0.0,790.0,419.0,4,2,854400.0,1223.91,7181,0.0
3151,N,F,790.0,91000.0,24.0,70.0,1126.0,4,2,728000.0,1653.7000000000003,60719,0.0
3152,N,F,790.0,80690.0,0.0,790.0,435.0,2,3,161380.0,701.74,2643,0.0
3153,N,F,790.0,92000.0,0.0,790.0,425.0,2,2,184000.0,389.52,6278,0.0
3154,U,F,744.0,39990.0,0.0,744.0,,2,0,79980.0,0.0,0,0.0
3155,N,F,790.0,92000.0,0.0,790.0,434.0,2,16,368000.0,5024.4800000000005,8803,0.0
3156,N,F,765.0,55000.0,0.0,765.0,351.0,2,12,110000.0,4228.369999999999,2044,0.0
3157,N,F,791.0,70000.0,0.0,791.0,,3,0,210000.0,0.0,0,0.0
3158,N,F,765.0,71000.0,0.0,765.0,182.0,3,5,426000.0,2668.3199999999997,20262,0.0
3159,N,F,745.0,98000.0,0.0,745.0,132.0,2,3,196000.0,833.5600000000001,20900,0.0
3160,N,J,745.0,440000.0,0.0,745.0,,1,0,440000.0,0.0,0,0.0
3161,N,F,765.0,45000.0,0.0,765.0,406.0,2,17,180000.0,6741.08,9502,0.0
3162,U,F,710.0,87886.0,0.0,710.0,1096.0,2,5,175772.0,743.72,10839,0.0
3163,N,F,791.0,91500.0,0.0,791.0,432.0,3,2,549000.0,815.9399999999999,4886,0.0
3164,N,F,791.0,107000.0,0.0,791.0,,1,0,107000.0,0.0,0,0.0
3165,N,F,791.0,100000.0,0.0,791.0,397.0,8,13,1048000.0,14718.410000000003,20942,0.0
3166,U,F,746.0,57000.0,0.0,746.0,,3,0,171000.0,0.0,0,0.0
3167,N,F,792.0,70400.0,0.0,792.0,,3,0,211200.0,0.0,0,0.0
3168,N,F,792.0,98600.0,0.0,792.0,,3,0,295800.0,0.0,0,0.0
3169,N,F,792.0,65000.0,0.0,792.0,,6,0,368100.0,0.0,0,0.0
3170,N,F,794.0,92500.0,0.0,794.0,426.0,3,2,555000.0,1331.4,5630,0.0
3171,N,F,792.0,71000.0,0.0,792.0,,2,0,142000.0,0.0,0,1.0
3172,N,F,792.0,80390.0,0.0,792.0,131.0,5,10,313480.0,5636.0,14000,0.0
3173,N,J,766.0,399000.0,0.0,766.0,,2,0,798000.0,0.0,0,0.0
3174,U,F,761.0,35270.0,0.0,761.0,,3,0,105810.0,0.0,0,0.0
3175,N,F,746.0,101800.0,0.0,746.0,,2,0,203600.0,0.0,0,0.0
3176,N,F,795.0,73000.0,0.0,795.0,435.0,5,2,365000.0,718.84,5865,0.0
3177,N,F,795.0,84690.0,0.0,795.0,418.0,2,2,169380.0,747.86,6557,0.0
3178,U,F,749.0,137000.0,0.0,749.0,749.0,2,1,274000.0,50.0,5298,0.0
3179,N,F,769.0,90800.0,0.0,769.0,,1,0,363200.0,0.0,0,0.0
3180,N,F,795.0,91500.0,0.0,795.0,,6,8,1323000.0,2599.2,6902,0.0
3181,N,F,715.0,91500.0,0.0,715.0,463.0,3,2,549000.0,771.2,10155,0.0
3182,N,F,796.0,65500.0,0.0,796.0,432.0,2,2,131000.0,629.32,4826,0.0
3183,N,F,770.0,89000.0,0.0,770.0,,1,0,356000.0,0.0,0,0.0
3184,U,F,795.0,50000.0,0.0,795.0,4408.0,4,1,246500.0,0.0,11,0.0
3185,U,F,751.0,45500.0,0.0,751.0,,4,0,182000.0,0.0,0,0.0
3186,U,F,716.0,39900.0,0.0,716.0,67.0,2,1,79800.0,1050.0,106822,0.0
3187,N,F,797.0,83000.0,0.0,797.0,,6,0,480000.0,0.0,0,0.0
3188,N,F,797.0,61476.0,0.0,797.0,441.0,3,2,184428.0,388.36,4974,0.0
3189,N,F,766.0,46900.0,0.0,766.0,338.0,2,4,93800.0,679.4200000000001,10919,0.0
3190,N,F,766.0,209000.0,0.0,766.0,,11,30,2394800.0,88419.06999999999,31570,0.0
3191,N,F,798.0,65090.0,0.0,798.0,448.0,4,3,490542.0,1136.2,9599,0.0
3192,N,F,797.0,102000.0,0.0,797.0,201.0,2,4,612000.0,3072.63,19954,0.0
3193,N,F,798.0,65900.0,0.0,798.0,320.0,4,4,263600.0,3065.96,12488,0.0
3194,N,F,798.0,73800.0,0.0,798.0,414.0,2,5,147600.0,587.97,8318,0.0
3195,N,F,802.0,69000.0,0.0,802.0,454.0,6,7,377800.0,14507.01,50619,1.0
3196,U,F,756.0,28500.0,0.0,756.0,,1,0,57000.0,0.0,0,0.0
3197,N,F,776.0,101000.0,0.0,776.0,,2,0,808000.0,0.0,0,0.0
3198,U,F,771.0,21700.0,0.0,771.0,,1,0,21700.0,0.0,0,0.0
3199,N,F,756.0,101000.0,0.0,756.0,,1,0,202000.0,0.0,0,0.0
3200,N,F,801.0,66000.0,1.0,771.0,,2,0,264000.0,0.0,0,0.0
3201,N,F,801.0,62000.0,0.0,801.0,202.0,1,7,124000.0,8913.519999999999,19991,0.0
3202,N,F,776.0,101000.0,0.0,776.0,,2,0,808000.0,0.0,0,0.0
3203,N,F,721.0,70000.0,0.0,721.0,532.0,5,2,350000.0,565.6,10448,0.0
3204,N,F,776.0,84390.0,0.0,776.0,,3,0,253170.0,0.0,0,0.0
3205,N,F,784.0,94000.0,0.0,784.0,157.0,3,5,282000.0,4786.27,19549,0.0
3206,N,F,756.0,65000.0,0.0,756.0,370.0,3,2,195000.0,645.1,10136,0.0
3207,U,F,756.0,115000.0,0.0,756.0,550.0,4,8,440000.0,8478.34,47501,0.0
3208,N,J,776.0,101500.0,0.0,776.0,,3,0,913500.0,0.0,0,0.0
3209,U,F,756.0,60000.0,48.0,-684.0,,3,0,180000.0,0.0,0,0.0
3210,N,F,784.0,95000.0,0.0,784.0,,5,0,475000.0,0.0,0,0.0
3211,N,F,784.0,98500.0,0.0,784.0,414.0,3,2,295500.0,388.37,6610,0.0
3212,N,F,784.0,68500.0,0.0,784.0,311.0,5,13,342500.0,2716.8900000000003,20452,0.0
3213,N,J,776.0,228000.0,0.0,776.0,968.0,10,12,4536000.0,6831.1,27222,0.0
3214,N,F,756.0,400000.0,0.0,756.0,116.0,6,13,1765000.0,17933.5,20181,0.0
3215,N,F,801.0,67000.0,0.0,801.0,536.0,3,2,201000.0,1295.1,9590,0.0
3216,U,F,771.0,38490.0,0.0,771.0,,4,0,153960.0,0.0,0,0.0
3217,U,F,756.0,48500.0,0.0,756.0,133.0,1,2,48500.0,2233.9,68037,0.0
3218,N,F,784.0,80690.0,0.0,784.0,104.0,2,6,161380.0,1362.12,19798,0.0
3219,N,J,721.0,90000.0,0.0,721.0,,5,0,1350000.0,0.0,0,0.0
3220,U,F,771.0,36500.0,0.0,771.0,,3,0,109500.0,0.0,0,0.0
3221,N,F,756.0,64000.0,0.0,756.0,231.0,4,6,256000.0,1377.06,9153,0.0
3222,N,F,756.0,98800.0,0.0,756.0,406.0,3,2,296400.0,388.37,9880,0.0
3223,N,F,802.0,93500.0,0.0,802.0,444.0,5,2,467500.0,398.16999999999996,9838,0.0
3224,N,F,784.0,101000.0,0.0,784.0,156.0,2,2,202000.0,667.9300000000001,20184,0.0
3225,U,F,756.0,38200.0,0.0,756.0,,2,0,76400.0,0.0,0,0.0
3226,U,F,721.0,35300.0,0.0,721.0,455.0,1,3,70600.0,2447.46,23978,0.0
3227,U,F,756.0,54000.0,15.0,306.0,658.0,6,2,297000.0,1001.52,61725,0.0
3228,N,F,721.0,91000.0,0.0,721.0,309.0,11,16,844500.0,4711.640000000001,20260,1.0
3229,N,F,804.0,84000.0,0.0,804.0,,2,0,168000.0,0.0,0,0.0
3230,N,F,776.0,121900.0,0.0,776.0,414.0,5,12,1021400.0,3574.6400000000003,3390,0.0
3231,N,F,802.0,66000.0,0.0,802.0,337.0,3,5,198000.0,1324.69,20980,0.0
3232,N,F,801.0,79400.0,0.0,801.0,,2,0,158800.0,0.0,0,0.0
3233,U,F,776.0,25500.0,0.0,776.0,,2,0,102000.0,0.0,0,0.0
3234,U,F,802.0,30700.0,48.0,-638.0,,2,0,61400.0,0.0,0,0.0
3235,N,F,722.0,63000.0,0.0,722.0,308.0,2,3,126000.0,600.0,9071,0.0
3236,N,F,777.0,100500.0,0.0,777.0,,1,0,402000.0,0.0,0,0.0
3237,U,F,802.0,20500.0,36.0,-278.0,,2,0,41000.0,0.0,0,0.0
3238,N,F,785.0,90000.0,0.0,785.0,585.0,3,2,540000.0,810.42,10491,0.0
3239,N,F,777.0,53000.0,0.0,777.0,174.0,2,17,106000.0,3478.53,19653,0.0
3240,N,F,802.0,67500.0,0.0,802.0,422.0,3,2,202500.0,587.97,2417,1.0
3241,N,F,722.0,90000.0,0.0,722.0,539.0,3,3,540000.0,1894.18,9977,0.0
3242,U,F,722.0,57000.0,0.0,722.0,391.0,1,1,57000.0,283.18,55475,0.0
3243,N,F,722.0,71500.0,0.0,722.0,195.0,3,5,214500.0,1209.92,20590,0.0
3244,U,F,802.0,39500.0,0.0,802.0,,3,0,118500.0,0.0,0,0.0
3245,N,F,777.0,63500.0,0.0,777.0,,1,9,63500.0,2400.5,30592,0.0
3246,N,F,757.0,91200.0,0.0,757.0,162.0,5,5,912000.0,6854.800000000001,29765,0.0
3247,N,F,802.0,72000.0,0.0,802.0,208.0,5,10,322600.0,4038.63,8700,0.0
3248,N,F,757.0,60500.0,0.0,757.0,160.0,3,20,181500.0,14311.260000000002,30012,0.0
3249,N,F,802.0,100000.0,12.0,442.0,173.0,10,18,3165600.0,40546.40000000001,51024,0.0
3250,U,F,757.0,28000.0,0.0,757.0,,2,0,67100.0,0.0,0,0.0
3251,N,J,757.0,101000.0,0.0,757.0,,2,0,202000.0,0.0,0,0.0
3252,N,J,778.0,190000.0,0.0,778.0,,2,0,760000.0,0.0,0,0.0
3253,N,F,723.0,102600.0,0.0,723.0,,7,0,618900.0,0.0,0,0.0
3254,U,F,758.0,55000.0,0.0,758.0,718.0,3,3,139000.0,4419.46,155648,0.0
3255,U,F,723.0,47200.0,0.0,723.0,,2,0,188800.0,0.0,0,0.0
3256,N,F,786.0,91000.0,0.0,786.0,1758.0,12,4,1008000.0,550.02,9000,0.0
3257,N,F,778.0,45000.0,0.0,778.0,201.0,2,10,90000.0,2727.1499999999996,29555,0.0
3258,N,F,723.0,62000.0,0.0,723.0,368.0,2,4,124000.0,551.6600000000001,8353,0.0
3259,U,F,773.0,80000.0,0.0,773.0,,5,0,400000.0,0.0,0,0.0
3260,N,F,758.0,70100.0,0.0,758.0,260.0,2,15,140200.0,4468.67,20844,0.0
3261,N,F,723.0,85720.0,0.0,723.0,,6,0,883320.0,0.0,0,0.0
3262,U,F,773.0,37500.0,0.0,773.0,,2,0,75000.0,0.0,0,0.0
3263,N,J,723.0,100500.0,0.0,723.0,,1,0,100500.0,0.0,0,0.0
3264,N,F,786.0,122000.0,0.0,786.0,,3,5,732000.0,999.76,10446,0.0
3265,N,F,804.0,48000.0,0.0,804.0,305.0,3,4,288000.0,11756.840000000002,14067,0.0
3266,U,F,786.0,72000.0,0.0,786.0,,2,0,144000.0,0.0,0,0.0
3267,N,F,803.0,92000.0,0.0,803.0,280.0,2,4,184000.0,1403.8999999999999,20953,0.0
3268,N,F,724.0,61500.0,0.0,724.0,1031.0,3,6,189480.0,2584.47,45247,0.0
3269,N,F,804.0,99500.0,36.0,-276.0,,2,0,199000.0,0.0,0,0.0
3270,U,F,774.0,33790.0,0.0,774.0,,4,0,135160.0,0.0,0,0.0
3271,N,F,779.0,59340.0,0.0,779.0,156.0,4,12,237360.0,2537.2999999999997,30267,0.0
3272,N,F,804.0,103000.0,36.0,-276.0,,3,0,309000.0,0.0,0,0.0
3273,N,F,804.0,74500.0,0.0,804.0,455.0,9,19,545500.0,5574.5199999999995,9755,0.0
3274,N,F,805.0,70500.0,0.0,805.0,1769.0,15,1,1147600.0,257.67,9820,0.0
3275,N,F,804.0,91000.0,0.0,804.0,203.0,1,5,91000.0,3209.4800000000005,30005,0.0
3276,U,F,779.0,170000.0,0.0,779.0,,1,0,170000.0,0.0,0,0.0
3277,N,F,759.0,73500.0,0.0,759.0,381.0,3,3,220500.0,674.6,2020,0.0
3278,N,F,779.0,124800.0,0.0,779.0,1617.0,4,10,357900.0,3913.23,32997,0.0
3279,N,F,804.0,100000.0,0.0,804.0,410.0,2,6,200000.0,1779.91,2800,0.0
3280,N,F,759.0,67990.0,0.0,759.0,148.0,3,4,203970.0,752.63,698,0.0
3281,N,F,787.0,90000.0,0.0,787.0,113.0,4,4,360000.0,1739.92,24064,0.0
3282,U,F,804.0,38600.0,0.0,804.0,,4,0,154400.0,0.0,0,0.0
3283,N,F,780.0,84390.0,0.0,780.0,220.0,6,14,432470.0,4233.58,20784,0.0
3284,N,F,760.0,68000.0,0.0,760.0,417.0,5,6,340000.0,10145.88,4432,0.0
3285,U,F,805.0,36500.0,0.0,805.0,,3,0,109500.0,0.0,0,0.0
3286,U,F,805.0,55000.0,0.0,805.0,,2,0,110000.0,0.0,0,0.0
3287,N,F,805.0,63700.0,0.0,805.0,424.0,2,3,127400.0,445.27,4082,0.0
3288,N,F,760.0,63000.0,0.0,760.0,329.0,3,12,378000.0,4042.4200000000005,20251,0.0
3289,N,F,725.0,66500.0,0.0,725.0,78.0,3,8,199500.0,800.2799999999999,10562,0.0
3290,N,F,780.0,99000.0,0.0,780.0,,8,0,700000.0,0.0,0,0.0
3291,N,F,725.0,66000.0,0.0,725.0,377.0,2,21,109700.0,8134.33,10417,0.0
3292,N,F,725.0,48500.0,0.0,725.0,361.0,2,3,97000.0,459.01,6869,0.0
3293,N,F,805.0,123000.0,0.0,805.0,,2,4,984000.0,889.41,2061,0.0
3294,N,F,805.0,84390.0,0.0,805.0,,6,12,411870.0,4163.67,11176,0.0
3295,N,F,725.0,66400.0,0.0,725.0,429.0,3,3,199200.0,3160.2,10996,0.0
3296,N,F,728.0,84390.0,0.0,728.0,36.0,5,7,421950.0,4253.37,20997,0.0
3297,U,F,763.0,45000.0,12.0,403.0,212.0,2,2,90000.0,694.97,75802,0.0
3298,N,F,763.0,243727.0,0.0,763.0,80.0,8,15,1782162.0,14833.769999999999,29797,1.0
3299,U,F,808.0,32990.0,24.0,88.0,,3,0,98970.0,0.0,0,0.0
3300,N,F,728.0,93500.0,0.0,728.0,,2,0,374000.0,0.0,0,0.0
3301,N,F,783.0,61500.0,0.0,783.0,294.0,4,12,420000.0,4493.860000000001,20326,0.0
3302,N,F,763.0,89400.0,0.0,763.0,168.0,2,6,178800.0,1853.2399999999998,30760,0.0
3303,N,F,779.0,84390.0,0.0,779.0,429.0,6,2,1012680.0,3221.24,9923,0.0
3304,N,F,764.0,107100.0,0.0,764.0,408.0,9,7,791060.0,2247.59,6140,0.0
3305,U,F,809.0,30600.0,0.0,809.0,,2,0,61200.0,0.0,0,0.0
3306,U,F,809.0,34500.0,0.0,809.0,,2,2,69000.0,1380.9099999999999,42312,0.0
3307,U,F,764.0,56500.0,0.0,764.0,542.0,3,19,177650.0,8535.699999999999,51329,0.0
3308,N,F,779.0,101000.0,0.0,779.0,781.0,3,5,606000.0,4061.6000000000004,30473,0.0
3309,U,F,779.0,42000.0,0.0,779.0,,1,0,42000.0,0.0,0,0.0
3310,N,J,784.0,167400.0,0.0,784.0,,3,0,1004400.0,0.0,0,0.0
3311,N,F,809.0,95000.0,0.0,809.0,,4,0,380000.0,0.0,0,0.0
3312,U,F,793.0,49000.0,48.0,-647.0,,3,0,147000.0,0.0,0,0.0
3313,N,F,765.0,62490.0,0.0,765.0,396.0,10,25,598290.0,9662.91,9767,0.0
3314,N,F,765.0,80390.0,0.0,765.0,,4,3,321560.0,1207.97,9850,0.0
3315,U,F,780.0,54500.0,0.0,780.0,,5,0,272500.0,0.0,0,0.0
3316,N,F,793.0,80690.0,0.0,793.0,431.0,2,3,161380.0,670.27,7239,0.0
3317,N,F,810.0,100000.0,0.0,810.0,383.0,5,6,500000.0,2774.38,20577,0.0
3318,U,F,730.0,37000.0,0.0,730.0,,3,0,224000.0,0.0,0,0.0
3319,N,F,731.0,52000.0,0.0,731.0,360.0,2,3,104000.0,389.53999999999996,5533,0.0
3320,U,F,731.0,59000.0,0.0,731.0,,2,0,118000.0,0.0,0,0.0
3321,U,F,731.0,21000.0,0.0,731.0,,2,0,42000.0,0.0,0,0.0
3322,U,F,781.0,49990.0,0.0,781.0,,1,0,49990.0,0.0,0,0.0
3323,U,F,781.0,55000.0,0.0,781.0,,1,0,55000.0,0.0,0,0.0
3324,N,F,811.0,99000.0,0.0,811.0,,2,0,198000.0,0.0,0,0.0
3325,N,F,811.0,70000.0,0.0,811.0,457.0,2,2,140000.0,388.36,7586,0.0
3326,N,F,811.0,110000.0,0.0,811.0,430.0,11,9,1587200.0,2938.1000000000004,7427,0.0
3327,N,F,786.0,94000.0,0.0,786.0,,3,0,564000.0,0.0,0,0.0
3328,U,F,786.0,50000.0,0.0,786.0,,1,0,50000.0,0.0,0,0.0
3329,N,F,811.0,90000.0,0.0,811.0,,1,0,90000.0,0.0,0,0.0
3330,N,F,811.0,91655.0,0.0,811.0,,4,2,366620.0,614.1600000000001,20112,0.0
3331,N,F,766.0,96000.0,0.0,766.0,415.0,1,2,96000.0,374.37,2269,0.0
3332,N,F,766.0,74000.0,0.0,766.0,153.0,4,3,296000.0,989.91,20947,0.0
3333,N,F,786.0,93000.0,0.0,786.0,139.0,3,15,216400.0,5174.7300000000005,20298,0.0
3334,N,F,786.0,94000.0,0.0,786.0,527.0,3,2,282000.0,801.34,116681,0.0
3335,U,F,811.0,47000.0,0.0,811.0,,1,0,94000.0,0.0,0,0.0
3336,U,J,766.0,80000.0,0.0,766.0,,2,0,143000.0,0.0,0,0.0
3337,N,F,731.0,58000.0,0.0,731.0,375.0,2,3,116000.0,816.5699999999999,4271,0.0
3338,N,F,812.0,98240.0,0.0,812.0,571.0,2,6,196480.0,1774.6899999999998,10601,0.0
3339,N,F,812.0,70000.0,0.0,812.0,291.0,6,5,420000.0,3452.3,19803,0.0
3340,N,F,812.0,79000.0,0.0,812.0,159.0,6,5,434900.0,1937.2099999999998,19631,0.0
3341,N,F,795.0,72000.0,0.0,795.0,290.0,5,4,720000.0,9412.6,19769,0.0
3342,N,F,787.0,90000.0,0.0,787.0,,4,0,360000.0,0.0,0,0.0
3343,N,F,732.0,98500.0,0.0,732.0,,2,0,197000.0,0.0,0,0.0
3344,N,F,787.0,99000.0,0.0,787.0,409.0,3,2,297000.0,407.96999999999997,3105,0.0
3345,N,F,787.0,235000.0,0.0,787.0,,2,0,470000.0,0.0,0,0.0
3346,U,F,795.0,27000.0,48.0,-645.0,,2,0,54000.0,0.0,0,0.0
3347,N,J,787.0,100000.0,0.0,787.0,,5,0,470000.0,0.0,0,0.0
3348,N,F,812.0,99000.0,0.0,812.0,430.0,2,9,396000.0,6953.179999999999,6591,0.0
3349,N,F,798.0,92000.0,0.0,798.0,424.0,3,2,276000.0,407.96999999999997,7687,0.0
3350,N,F,815.0,90000.0,0.0,815.0,301.0,2,2,180000.0,1773.77,11000,0.0
3351,U,F,785.0,32850.0,0.0,785.0,,2,0,131400.0,0.0,0,0.0
3352,N,F,816.0,100500.0,0.0,816.0,449.0,3,3,301500.0,782.78,9933,0.0
3353,N,F,735.0,61000.0,0.0,735.0,71.0,2,5,122000.0,1530.3300000000002,18083,0.0
3354,N,F,770.0,65000.0,0.0,770.0,413.0,3,3,195000.0,411.27,5524,0.0
3355,U,F,785.0,26000.0,0.0,785.0,764.0,1,1,26000.0,268.54,35293,0.0
3356,N,F,815.0,61000.0,0.0,815.0,,2,0,122000.0,0.0,0,0.0
3357,U,F,790.0,65000.0,0.0,790.0,2746.0,6,12,785640.0,2910.28,30376,0.0
3358,N,F,737.0,90400.0,0.0,737.0,2131.0,3,7,542400.0,4408.34,20862,0.0
3359,N,F,817.0,90000.0,0.0,817.0,2951.0,4,3,350000.0,12865.670000000002,350,0.0
3360,N,F,817.0,57500.0,0.0,817.0,404.0,5,9,283500.0,1426.6699999999998,19586,0.0
3361,U,F,792.0,37500.0,0.0,792.0,,2,0,75000.0,0.0,0,0.0
3362,N,F,792.0,69544.0,0.0,792.0,,2,0,278176.0,0.0,0,0.0
3363,N,F,737.0,69000.0,0.0,737.0,,1,0,69000.0,0.0,0,0.0
3364,U,F,772.0,63590.0,0.0,772.0,273.0,4,3,254360.0,2637.9,30166,0.0
3365,N,F,793.0,78500.0,0.0,793.0,470.0,3,2,235500.0,1335.53,8451,0.0
3366,N,F,773.0,73400.0,0.0,773.0,,4,0,293600.0,0.0,0,0.0
3367,U,F,821.0,40900.0,0.0,821.0,,1,0,40900.0,0.0,0,0.0
3368,N,F,773.0,98000.0,0.0,773.0,553.0,3,2,588000.0,898.54,10817,0.0
3369,U,F,788.0,57000.0,0.0,788.0,767.0,3,1,162500.0,80.0,10360,0.0
3370,N,F,738.0,84000.0,0.0,738.0,,2,0,168000.0,0.0,0,0.0
3371,N,F,738.0,49725.0,0.0,738.0,156.0,4,9,198900.0,1715.1299999999997,30315,0.0
3372,U,F,788.0,35000.0,0.0,788.0,,2,0,70000.0,0.0,0,0.0
3373,N,F,773.0,90000.0,0.0,773.0,3034.0,5,1,447000.0,50.0,15,0.0
3374,N,F,793.0,65400.0,0.0,793.0,,2,2,392400.0,0.0,10258,0.0
3375,N,F,773.0,72000.0,0.0,773.0,410.0,3,11,181000.0,2878.84,9723,0.0
3376,U,F,818.0,48000.0,0.0,818.0,,2,0,192000.0,0.0,0,0.0
3377,N,F,789.0,61000.0,0.0,789.0,215.0,8,12,410000.0,4452.5199999999995,19429,0.0
3378,N,F,789.0,90000.0,0.0,789.0,151.0,4,4,720000.0,3519.3,19892,0.0
3379,N,F,789.0,52000.0,0.0,789.0,294.0,5,8,240260.0,2414.66,19624,0.0
3380,N,F,774.0,100500.0,0.0,774.0,,1,0,100500.0,0.0,0,0.0
3381,N,F,774.0,89500.0,0.0,774.0,393.0,3,13,268500.0,1977.35,20008,0.0
3382,U,F,774.0,81500.0,0.0,774.0,,2,9,489000.0,2336.2799999999997,10060,0.0
3383,N,F,794.0,84690.0,0.0,794.0,423.0,7,4,901260.0,1977.1599999999999,7816,0.0
3384,N,F,822.0,90000.0,0.0,822.0,312.0,3,25,259000.0,5433.81,13110,0.0
3385,U,F,792.0,53350.0,0.0,792.0,,4,0,426800.0,0.0,0,0.0
3386,U,F,792.0,36500.0,0.0,792.0,,2,0,73000.0,0.0,0,0.0
3387,N,F,777.0,66340.0,0.0,777.0,74.0,8,10,481360.0,7789.8099999999995,14993,0.0
3388,U,F,777.0,187250.0,0.0,777.0,259.0,4,1,749000.0,3600.0,32830,0.0
3389,N,F,805.0,73200.0,0.0,805.0,170.0,3,9,219600.0,4099.83,39688,0.0
3390,U,F,822.0,45000.0,0.0,822.0,,3,0,135000.0,0.0,0,0.0
3391,U,F,742.0,28000.0,0.0,742.0,,2,0,56000.0,0.0,0,0.0
3392,N,F,805.0,94500.0,0.0,805.0,,2,0,378000.0,0.0,0,0.0
3393,N,F,778.0,100000.0,0.0,778.0,92.0,2,18,400000.0,8468.599999999999,22086,0.0
3394,N,J,778.0,233000.0,0.0,778.0,,1,0,233000.0,0.0,0,0.0
3395,U,F,778.0,25400.0,0.0,778.0,,1,0,25400.0,0.0,0,0.0
3396,N,F,798.0,55000.0,0.0,798.0,570.0,2,4,110000.0,568.25,10230,0.0
