ID,N/U,F/J,DaysLastBuy,ValueLastBuy,NumberOfPayments,FinishPaying,DaysLastService,NumberOfBuys,NumberOfServices,TotalSalesSpending,TotalServicesSpending,KM,Results
8355,N,F,1492.0,73000.0,0.0,1492.0,1029.0,2,5,146000.0,1921.36,40854,0.0
8356,N,F,1517.0,75000.0,0.0,1517.0,609.0,3,5,450000.0,3185.66,29221,0.0
8357,N,F,1500.0,73000.0,0.0,1500.0,,4,0,273000.0,0.0,0,0.0
8358,N,F,1518.0,72000.0,0.0,1518.0,,1,0,144000.0,0.0,0,0.0
8359,N,F,1472.0,98250.0,0.0,1472.0,,1,0,98250.0,0.0,0,0.0
8360,N,F,1492.0,134470.0,0.0,1492.0,644.0,3,6,403410.0,2550.5299999999997,30276,0.0
8361,N,F,1493.0,73250.0,0.0,1493.0,1077.0,7,5,475750.0,1296.4900000000002,20330,0.0
8362,U,F,1473.0,22000.0,0.0,1473.0,,1,0,22000.0,0.0,0,0.0
8363,N,F,1501.0,57000.0,0.0,1501.0,269.0,3,2,171000.0,421.72999999999996,5668,0.0
8364,N,F,1501.0,49700.0,0.0,1501.0,,2,0,99400.0,0.0,0,0.0
8365,N,F,1519.0,47420.0,0.0,1519.0,264.0,4,19,379360.0,13914.98,71331,0.0
8366,N,F,1519.0,37000.0,0.0,1519.0,165.0,2,4,74000.0,1529.4699999999998,4519,0.0
8367,U,F,1493.0,43000.0,0.0,1493.0,,7,0,226500.0,0.0,0,0.0
8368,U,F,1493.0,26700.0,0.0,1493.0,,2,0,53400.0,0.0,0,0.0
8369,N,F,1494.0,51590.0,0.0,1494.0,1319.0,2,1,206360.0,0.0,4189,0.0
8370,N,F,1494.0,73000.0,0.0,1494.0,561.0,2,10,256000.0,3999.9800000000005,33968,0.0
8371,N,F,1494.0,74000.0,0.0,1494.0,,7,0,467600.0,0.0,0,0.0
8372,U,F,1489.0,49000.0,0.0,1489.0,,1,0,49000.0,0.0,0,0.0
8373,N,F,1439.0,71390.0,0.0,1439.0,914.0,6,12,371170.0,4915.63,20823,0.0
8374,U,F,1494.0,29000.0,0.0,1494.0,,2,0,58000.0,0.0,0,0.0
8375,U,F,1477.0,48250.0,0.0,1477.0,309.0,2,3,193000.0,2468.2799999999997,41719,0.0
8376,N,F,1497.0,72000.0,0.0,1497.0,,2,0,144000.0,0.0,0,0.0
8377,N,F,1497.0,73000.0,0.0,1497.0,,3,0,219000.0,0.0,0,0.0
8378,N,F,1479.0,222510.0,0.0,1479.0,340.0,2,9,890040.0,53742.3,49721,0.0
8379,N,F,1499.0,73000.0,0.0,1499.0,1310.0,4,1,292000.0,272.0,10529,0.0
8380,N,F,1494.0,90700.0,0.0,1494.0,781.0,1,4,181400.0,2211.64,17179,0.0
8381,U,F,1507.0,47000.0,0.0,1507.0,1036.0,2,4,94000.0,768.74,60491,0.0
8382,U,J,1499.0,12500.0,0.0,1499.0,,1,0,12500.0,0.0,0,0.0
8383,U,J,1524.0,16000.0,0.0,1524.0,,28,0,1659450.0,0.0,0,0.0
8384,N,F,1444.0,45000.0,0.0,1444.0,1078.0,3,6,135000.0,709.2,7412,0.0
8385,N,F,1480.0,73000.0,0.0,1480.0,806.0,5,4,358800.0,1076.7199999999998,18308,0.0
8386,N,F,1480.0,74500.0,0.0,1480.0,365.0,4,24,277400.0,11448.73,71500,0.0
8387,N,F,1508.0,73700.0,0.0,1508.0,371.0,3,5,221100.0,2073.18,30774,0.0
8388,N,F,1480.0,223700.0,0.0,1480.0,318.0,3,14,588850.0,6655.53,35365,0.0
8389,U,F,1500.0,17000.0,0.0,1500.0,,2,0,34000.0,0.0,0,0.0
8390,N,F,1480.0,73500.0,0.0,1480.0,,3,0,220500.0,0.0,0,0.0
8391,N,F,1501.0,59493.84,0.0,1501.0,141.0,2,11,118987.68,5396.6900000000005,10165,0.0
8392,N,F,1496.0,38000.0,0.0,1496.0,862.0,2,1,76000.0,200.0,15,0.0
8393,N,F,1509.0,73000.0,0.0,1509.0,,2,0,292000.0,0.0,0,0.0
8394,N,F,1526.0,74000.0,0.0,1526.0,501.0,6,10,1222800.0,15219.09,30555,0.0
8395,N,F,1496.0,74000.0,0.0,1496.0,2952.0,3,5,428500.0,1295.3600000000001,15031,0.0
8396,N,F,1481.0,74960.0,0.0,1481.0,357.0,4,6,299840.0,5122.7,41047,0.0
8397,N,F,1481.0,73850.0,0.0,1481.0,218.0,2,7,147700.0,3053.5099999999998,37697,0.0
8398,N,F,1501.0,65800.0,0.0,1501.0,421.0,3,6,197400.0,3885.2200000000003,8469,0.0
8399,N,F,1504.0,65900.0,0.0,1504.0,143.0,2,12,131800.0,8028.41,13937,0.0
8400,N,F,1504.0,73000.0,0.0,1504.0,,1,0,73000.0,0.0,0,0.0
8401,U,F,1505.0,39500.0,0.0,1505.0,237.0,3,4,118500.0,2311.5299999999997,104290,0.0
8402,N,F,1450.0,212000.0,0.0,1450.0,1122.0,3,7,1070000.0,269.52,20645,0.0
8403,N,F,1506.0,65000.0,0.0,1506.0,181.0,2,7,130000.0,3892.15,16393,0.0
8404,U,F,1486.0,225000.0,0.0,1486.0,989.0,1,26,225000.0,25237.190000000002,79321,0.0
8405,N,F,1507.0,41730.0,0.0,1507.0,177.0,2,13,83460.0,8592.300000000001,44960,0.0
8406,N,F,1452.0,305000.0,0.0,1452.0,1687.0,4,5,2440000.0,722.4000000000001,26006,0.0
8407,N,F,1507.0,73800.0,0.0,1507.0,2638.0,3,6,442800.0,10147.62,59613,0.0
8408,U,F,1507.0,38000.0,0.0,1507.0,,3,0,114000.0,0.0,0,0.0
8409,N,F,1487.0,81600.0,0.0,1487.0,806.0,2,4,163200.0,1205.45,21004,0.0
8410,N,F,1502.0,210000.0,0.0,1502.0,431.0,1,10,210000.0,10023.89,40695,0.0
8411,N,F,1507.0,74842.0,0.0,1507.0,1130.0,3,2,224526.0,708.1,7090,0.0
8412,N,F,1452.0,85640.0,0.0,1452.0,98.0,3,5,256920.0,6702.83,63463,0.0
8413,N,F,1507.0,74000.0,0.0,1507.0,353.0,2,6,148000.0,2337.5299999999997,28145,0.0
8414,N,F,1507.0,65000.0,0.0,1507.0,413.0,3,7,195000.0,1691.4,9956,0.0
8415,U,F,1502.0,19500.0,0.0,1502.0,,1,0,19500.0,0.0,0,0.0
8416,N,F,1507.0,64650.0,0.0,1507.0,,3,0,193950.0,0.0,0,0.0
8417,N,F,1507.0,89900.0,0.0,1507.0,780.0,3,4,539400.0,3361.6600000000008,12398,0.0
8418,U,F,1452.0,46500.0,0.0,1452.0,,1,0,46500.0,0.0,0,0.0
8419,N,F,1507.0,73500.0,0.0,1507.0,1144.0,2,2,294000.0,2085.92,6190,0.0
8420,N,F,1507.0,88700.0,0.0,1507.0,1165.0,2,4,177400.0,660.6,20130,0.0
8421,N,F,1507.0,75000.0,0.0,1507.0,243.0,3,5,225000.0,3590.7799999999997,60318,0.0
8422,N,F,1487.0,76600.0,0.0,1487.0,,2,0,153200.0,0.0,0,0.0
8423,N,F,1487.0,37000.0,0.0,1487.0,,2,0,74000.0,0.0,0,0.0
8424,N,F,1532.0,67400.0,0.0,1532.0,,1,0,67400.0,0.0,0,0.0
8425,U,F,1515.0,50500.0,0.0,1515.0,,4,0,178800.0,0.0,0,0.0
8426,N,F,1487.0,219110.0,0.0,1487.0,375.0,3,8,1314660.0,43762.54,36483,0.0
8427,N,F,1452.0,88700.0,0.0,1452.0,,1,0,88700.0,0.0,0,0.0
8428,N,F,1487.0,89900.0,0.0,1487.0,200.0,3,7,539400.0,9898.38,39682,0.0
8429,N,F,1487.0,72000.0,0.0,1487.0,758.0,5,6,337500.0,3152.48,19487,0.0
8430,N,F,1507.0,89900.0,0.0,1507.0,1226.0,3,7,200900.0,1158.4300000000003,9802,0.0
8431,N,F,1507.0,73000.0,0.0,1507.0,570.0,4,9,236600.0,2291.24,31567,0.0
8432,N,F,1487.0,113000.0,0.0,1487.0,420.0,8,16,468900.0,2070.0,30329,0.0
8433,N,F,1532.0,81600.0,0.0,1532.0,,2,0,652800.0,0.0,0,0.0
8434,U,F,1507.0,66000.0,0.0,1507.0,1995.0,7,4,405000.0,6192.07,1500,0.0
8435,N,F,1464.0,46120.37,0.0,1464.0,1344.0,2,2,92240.74,566.75,20839,0.0
8436,N,F,1532.0,71500.0,0.0,1532.0,,1,0,143000.0,0.0,0,0.0
8437,U,F,1502.0,28490.0,0.0,1502.0,,2,0,56980.0,0.0,0,0.0
8438,N,F,1507.0,40980.0,0.0,1507.0,1305.0,1,1,40980.0,0.0,6973,0.0
8439,N,F,1507.0,88700.0,0.0,1507.0,,5,0,887000.0,0.0,0,0.0
8440,N,F,1532.0,65590.0,0.0,1532.0,1164.0,4,3,524720.0,2405.7200000000003,19490,0.0
8441,N,F,1507.0,64650.0,0.0,1507.0,,1,0,64650.0,0.0,0,0.0
8442,U,F,1502.0,35900.0,0.0,1502.0,,2,0,71800.0,0.0,0,0.0
8443,N,F,1532.0,88700.0,0.0,1532.0,,2,0,709600.0,0.0,0,0.0
8444,N,F,1532.0,73000.0,0.0,1532.0,,3,0,438000.0,0.0,0,0.0
8445,N,F,1532.0,81600.0,0.0,1532.0,,2,0,326400.0,0.0,0,0.0
8446,N,F,1452.0,72700.0,0.0,1452.0,673.0,2,4,581600.0,5570.160000000002,30343,0.0
8447,U,F,1532.0,37500.0,0.0,1532.0,,1,0,112500.0,0.0,0,0.0
8448,N,F,1532.0,81600.0,0.0,1532.0,,1,0,244800.0,0.0,0,0.0
8449,N,F,1487.0,80400.0,0.0,1487.0,2704.0,3,1,180400.0,146.74,20216,0.0
8450,N,F,1487.0,217000.0,0.0,1487.0,667.0,3,29,651000.0,10910.29,58396,0.0
8451,N,F,1507.0,65000.0,0.0,1507.0,,2,0,260000.0,0.0,0,1.0
8452,N,F,1532.0,77630.0,0.0,1532.0,,1,0,77630.0,0.0,0,0.0
8453,N,F,1532.0,75000.0,0.0,1532.0,943.0,3,4,225000.0,1866.91,30480,0.0
8454,U,F,1452.0,28500.0,0.0,1452.0,,2,0,57000.0,0.0,0,0.0
8455,N,F,1507.0,51100.0,0.0,1507.0,1029.0,3,2,153300.0,626.6,19997,0.0
8456,N,F,1532.0,81600.0,0.0,1532.0,,3,0,719400.0,0.0,0,0.0
8457,N,F,1453.0,73000.0,0.0,1453.0,744.0,5,10,712800.0,10021.02,30087,0.0
8458,N,F,1533.0,68890.0,0.0,1533.0,,3,4,206670.0,2035.6699999999998,20958,0.0
8459,N,F,1488.0,57000.0,0.0,1488.0,506.0,5,14,319450.0,7596.83,20261,0.0
8460,N,F,1453.0,65750.0,0.0,1453.0,,4,0,497500.0,0.0,0,0.0
8461,N,F,1453.0,210000.0,0.0,1453.0,674.0,2,13,420000.0,40923.780000000006,52066,0.0
8462,N,F,1508.0,65600.0,0.0,1508.0,,3,0,590400.0,0.0,0,0.0
8463,N,F,1503.0,89900.0,0.0,1503.0,969.0,3,13,457600.0,4742.5599999999995,19568,0.0
8464,N,F,1533.0,64500.0,0.0,1533.0,510.0,1,8,64500.0,2790.89,55833,0.0
8465,N,F,1488.0,47800.0,0.0,1488.0,449.0,1,6,47800.0,2450.56,28102,0.0
8466,N,F,1508.0,45650.0,0.0,1508.0,1358.0,1,1,45650.0,0.0,4711,0.0
8467,N,F,1533.0,73500.0,0.0,1533.0,,4,5,260980.0,1168.02,10889,0.0
8468,U,F,1533.0,60000.0,0.0,1533.0,1441.0,2,4,120000.0,830.51,9531,0.0
8469,N,F,1488.0,183540.0,0.0,1488.0,1101.0,9,9,1345640.0,7103.1900000000005,23708,0.0
8470,N,F,1508.0,73500.0,0.0,1508.0,1116.0,8,10,495000.0,2025.2500000000002,21000,0.0
8471,N,F,1508.0,89900.0,0.0,1508.0,1035.0,4,3,359600.0,1086.3,20377,0.0
8472,U,F,1533.0,38500.0,0.0,1533.0,,2,0,154000.0,0.0,0,0.0
8473,N,F,1453.0,74020.0,0.0,1453.0,,2,0,148890.0,0.0,0,0.0
8474,N,F,1508.0,81600.0,0.0,1508.0,,2,0,163200.0,0.0,0,0.0
8475,N,F,1533.0,81600.0,0.0,1533.0,696.0,2,6,163200.0,2756.9,29149,0.0
8476,N,F,1508.0,89900.0,0.0,1508.0,398.0,8,22,584800.0,9387.669999999998,38376,0.0
8477,N,F,1508.0,89900.0,0.0,1508.0,,6,0,441200.0,0.0,0,0.0
8478,N,F,1533.0,89900.0,0.0,1533.0,,4,0,294700.0,0.0,0,0.0
8479,N,F,1508.0,65500.0,0.0,1508.0,968.0,2,7,131000.0,1648.6,29648,0.0
8480,N,F,1534.0,37300.0,0.0,1534.0,214.0,1,4,74600.0,2536.9199999999996,13036,0.0
8481,N,F,1533.0,65000.0,0.0,1533.0,587.0,2,5,130000.0,2329.3499999999995,30535,0.0
8482,N,F,1508.0,88700.0,0.0,1508.0,,1,0,177400.0,0.0,0,0.0
8483,N,F,1533.0,65000.0,0.0,1533.0,914.0,2,6,130000.0,2149.11,30614,0.0
8484,N,F,1488.0,74000.0,0.0,1488.0,764.0,4,5,1184000.0,14086.199999999997,35757,0.0
8485,N,F,1508.0,74000.0,0.0,1508.0,764.0,7,8,492000.0,1553.65,5748,0.0
8486,N,F,1491.0,89900.0,0.0,1491.0,606.0,3,13,269700.0,4449.400000000001,40596,0.0
8487,N,F,1519.0,89900.0,0.0,1519.0,514.0,7,15,441700.0,2587.06,26503,0.0
8488,N,F,1519.0,73775.0,0.0,1519.0,,3,0,442650.0,0.0,0,0.0
8489,U,F,1506.0,28500.0,0.0,1506.0,,1,0,28500.0,0.0,0,0.0
8490,U,F,1491.0,165000.0,0.0,1491.0,1463.0,2,11,330000.0,1994.87,20480,0.0
8491,N,F,1456.0,215000.0,0.0,1456.0,333.0,3,12,645000.0,33816.8,77202,0.0
8492,U,F,1506.0,26700.0,0.0,1506.0,,2,0,53400.0,0.0,0,0.0
8493,N,F,1536.0,73000.0,0.0,1536.0,,1,0,73000.0,0.0,0,0.0
8494,N,F,1511.0,88700.0,0.0,1511.0,,1,0,88700.0,0.0,0,0.0
8495,N,F,1511.0,64500.0,0.0,1511.0,6263.0,4,4,210200.0,0.0,13943,0.0
8496,U,F,1519.0,63000.0,0.0,1519.0,,5,0,237000.0,0.0,0,0.0
8497,N,F,1511.0,64890.0,0.0,1511.0,,3,0,389340.0,0.0,0,0.0
8498,N,F,1468.0,64500.0,0.0,1468.0,,2,0,258000.0,0.0,0,0.0
8499,N,F,1491.0,414000.0,0.0,1491.0,1333.0,2,6,828000.0,7279.5,5680,0.0
8500,U,F,1492.0,64500.0,0.0,1492.0,914.0,3,3,193500.0,1958.57,39438,0.0
8501,N,F,1512.0,89900.0,0.0,1512.0,4777.0,4,4,583600.0,0.0,10123,0.0
8502,N,F,1538.0,39000.0,0.0,1538.0,131.0,3,16,117000.0,6219.369999999999,170121,0.0
8503,N,F,1492.0,89900.0,0.0,1492.0,725.0,2,3,539400.0,2754.18,6700,0.0
8504,N,F,1538.0,64890.0,0.0,1538.0,137.0,1,4,129780.0,7948.64,26752,0.0
8505,N,F,1520.0,73500.0,0.0,1520.0,786.0,1,24,73500.0,1189.26,5802,0.0
8506,N,F,1512.0,60400.0,0.0,1512.0,883.0,1,4,120800.0,3122.3799999999997,20187,0.0
8507,N,J,1537.0,81600.0,0.0,1537.0,,1,0,326400.0,0.0,0,0.0
8508,N,F,1457.0,62000.0,0.0,1457.0,911.0,3,5,372000.0,5203.799999999999,29322,0.0
8509,N,F,1538.0,67500.0,0.0,1538.0,,2,0,405000.0,0.0,0,0.0
8510,N,F,1512.0,79600.0,0.0,1512.0,849.0,5,5,796000.0,5787.2,29784,0.0
8511,N,F,1492.0,44300.0,0.0,1492.0,,1,0,44300.0,0.0,0,0.0
8512,U,F,1512.0,54000.0,0.0,1512.0,,2,0,108000.0,0.0,0,0.0
8513,N,F,1469.0,62800.0,0.0,1469.0,,2,0,251200.0,0.0,0,0.0
8514,N,F,1538.0,73000.0,0.0,1538.0,564.0,4,13,292000.0,3899.4900000000002,30318,0.0
8515,U,F,1513.0,28800.0,0.0,1513.0,,2,0,115200.0,0.0,0,0.0
8516,N,F,1513.0,69500.0,0.0,1513.0,849.0,3,6,208500.0,1653.45,19306,0.0
8517,N,F,1513.0,405000.0,0.0,1513.0,978.0,2,5,810000.0,410.97999999999996,44176,0.0
8518,N,F,1493.0,66890.0,0.0,1493.0,589.0,4,6,267560.0,2972.56,41599,0.0
8519,N,F,1513.0,53400.0,0.0,1513.0,330.0,4,7,213600.0,5652.11,50913,0.0
8520,N,F,1538.0,68040.0,0.0,1538.0,720.0,3,1,204120.0,739.0,13123,0.0
8521,N,F,1513.0,68000.0,0.0,1513.0,,2,0,136000.0,0.0,0,0.0
8522,N,F,1513.0,59990.0,0.0,1513.0,927.0,3,4,539910.0,4044.2999999999997,20868,0.0
8523,N,F,1541.0,65000.0,0.0,1541.0,,3,0,195000.0,0.0,0,0.0
8524,N,F,1458.0,40000.0,0.0,1458.0,,3,0,105950.0,0.0,0,0.0
8525,U,F,1538.0,31300.0,0.0,1538.0,,3,0,93900.0,0.0,0,0.0
8526,N,F,1538.0,60150.0,0.0,1538.0,,1,0,120300.0,0.0,0,0.0
8527,N,F,1459.0,65000.0,0.0,1459.0,743.0,3,15,180000.0,5576.84,20745,0.0
8528,N,F,1514.0,74000.0,0.0,1514.0,793.0,3,4,222000.0,3824.59,42848,0.0
8529,N,F,1494.0,65000.0,0.0,1494.0,,3,7,195000.0,3797.87,40370,0.0
8530,N,F,1539.0,89900.0,0.0,1539.0,599.0,2,8,179800.0,4720.4400000000005,27799,0.0
8531,N,F,1514.0,80400.0,0.0,1514.0,,1,0,402000.0,0.0,0,0.0
8532,N,F,1459.0,60690.0,0.0,1459.0,743.0,3,4,364140.0,2686.46,15014,0.0
8533,N,F,1494.0,134450.0,0.0,1494.0,81.0,3,9,403350.0,11670.630000000001,21602,0.0
8534,N,F,1514.0,89900.0,0.0,1514.0,758.0,3,3,539400.0,1854.1999999999998,15933,0.0
8535,N,F,1509.0,89900.0,0.0,1509.0,133.0,5,12,1622800.0,14977.200000000008,18361,1.0
8536,N,F,1539.0,88700.0,0.0,1539.0,,5,0,459100.0,0.0,0,0.0
8537,N,F,1494.0,89900.0,0.0,1494.0,,2,0,179800.0,0.0,0,0.0
8538,N,F,1514.0,74000.0,0.0,1514.0,1556.0,6,2,858000.0,2405.5,20209,0.0
8539,U,F,1459.0,24000.0,0.0,1459.0,,1,0,24000.0,0.0,0,0.0
8540,N,F,1494.0,44900.0,0.0,1494.0,,5,0,449000.0,0.0,0,0.0
8541,N,F,1539.0,89900.0,0.0,1539.0,434.0,3,7,809100.0,14253.9,43169,0.0
8542,N,F,1514.0,58550.0,0.0,1514.0,343.0,4,13,442200.0,10323.180000000002,17783,0.0
8543,N,F,1539.0,89900.0,0.0,1539.0,1141.0,2,2,359600.0,924.2,4067,0.0
8544,N,F,1514.0,72650.0,0.0,1514.0,750.0,4,8,581200.0,7366.540000000001,30587,0.0
8545,N,F,1494.0,74500.0,0.0,1494.0,697.0,3,20,213700.0,6538.280000000001,19796,0.0
8546,N,F,1539.0,88700.0,0.0,1539.0,769.0,2,5,177400.0,1677.51,15648,0.0
8547,N,F,1514.0,85000.0,0.0,1514.0,381.0,2,9,170000.0,2476.29,26188,0.0
8548,N,F,1514.0,70000.0,0.0,1514.0,366.0,3,6,210000.0,2319.4700000000003,27227,0.0
8549,N,F,1514.0,89900.0,0.0,1514.0,752.0,3,5,539400.0,4218.219999999999,21324,0.0
8550,U,F,1539.0,51800.0,0.0,1539.0,,3,0,155400.0,0.0,0,0.0
8551,N,F,1459.0,61900.0,0.0,1459.0,363.0,3,5,557100.0,5319.600000000001,24010,0.0
8552,N,F,1542.0,88700.0,0.0,1542.0,170.0,3,15,532200.0,13967.82,20482,0.0
8553,U,F,1515.0,47000.0,0.0,1515.0,,2,0,94000.0,0.0,0,0.0
8554,N,F,1515.0,65000.0,0.0,1515.0,,4,0,260000.0,0.0,0,0.0
8555,N,F,1495.0,84000.0,0.0,1495.0,1019.0,2,3,168000.0,1225.3,20252,0.0
8556,N,F,1540.0,73091.0,0.0,1540.0,247.0,2,6,146182.0,2484.13,31262,0.0
8557,N,F,1540.0,73400.0,0.0,1540.0,,2,0,146800.0,0.0,0,0.0
8558,N,F,1460.0,61290.0,0.0,1460.0,730.0,4,5,661740.0,6865.5,7283,0.0
8559,N,F,1515.0,81600.0,0.0,1515.0,1415.0,1,2,81600.0,0.0,3026,0.0
8560,N,F,1540.0,74000.0,0.0,1540.0,,3,0,444000.0,0.0,0,0.0
8561,N,F,1540.0,86000.0,0.0,1540.0,846.0,2,2,172000.0,450.7,10463,0.0
8562,N,F,1515.0,73500.0,0.0,1515.0,243.0,3,13,212900.0,7803.959999999999,49050,0.0
8563,N,F,1495.0,59500.0,0.0,1495.0,1359.0,4,2,238000.0,269.0,10377,0.0
8564,N,F,1523.0,89900.0,0.0,1523.0,991.0,3,5,269700.0,1572.15,40712,0.0
8565,N,F,1540.0,73900.0,0.0,1540.0,339.0,3,9,221700.0,6118.200000000001,70015,0.0
8566,N,F,1518.0,44500.0,0.0,1518.0,1087.0,2,1,178000.0,878.42,9955,0.0
8567,N,F,1518.0,73300.0,0.0,1518.0,,3,0,219900.0,0.0,0,0.0
8568,N,F,1518.0,73000.0,0.0,1518.0,1127.0,3,6,219000.0,2928.27,9860,0.0
8569,N,F,1463.0,65000.0,0.0,1463.0,590.0,4,3,520000.0,6557.86,7737,0.0
8570,N,F,1518.0,80400.0,0.0,1518.0,,4,0,288200.0,0.0,0,0.0
8571,U,F,1463.0,92000.0,0.0,1463.0,,2,0,184000.0,0.0,0,0.0
8572,N,F,1546.0,73500.0,0.0,1546.0,1064.0,4,1,294000.0,486.82,17282,0.0
8573,N,F,1543.0,81600.0,0.0,1543.0,178.0,4,11,261600.0,3649.96,56745,0.0
8574,N,J,1543.0,80400.0,0.0,1543.0,,2,0,482400.0,0.0,0,0.0
8575,N,F,1518.0,80400.0,0.0,1518.0,1133.0,3,3,241200.0,1280.66,21000,0.0
8576,N,F,1518.0,89900.0,0.0,1518.0,408.0,2,5,179800.0,1662.3,16634,0.0
8577,N,F,1544.0,41000.0,0.0,1544.0,606.0,3,5,123000.0,1457.4099999999999,30849,0.0
8578,N,F,1513.0,85700.0,0.0,1513.0,816.0,3,4,514200.0,4830.740000000001,30800,0.0
8579,N,F,1498.0,47800.0,0.0,1498.0,230.0,2,12,95600.0,2608.91,37493,0.0
8580,N,F,1526.0,72900.0,0.0,1526.0,589.0,3,11,218700.0,17562.03,49441,0.0
8581,N,F,1543.0,65690.0,0.0,1543.0,529.0,2,4,262760.0,3196.48,30006,0.0
8582,N,F,1498.0,65040.0,0.0,1498.0,,1,0,65040.0,0.0,0,0.0
8583,U,F,1463.0,39500.0,0.0,1463.0,,4,0,145400.0,0.0,0,0.0
8584,N,F,1543.0,89900.0,0.0,1543.0,340.0,4,6,719200.0,6754.080000000001,31282,0.0
8585,N,F,1518.0,49000.0,0.0,1518.0,538.0,2,8,98000.0,1861.0,40544,0.0
8586,U,F,1518.0,35300.0,0.0,1518.0,3627.0,3,1,87600.0,0.0,0,0.0
8587,N,F,1518.0,80600.0,0.0,1518.0,1263.0,7,8,1129200.0,5262.9,9826,0.0
8588,N,F,1463.0,42200.0,0.0,1463.0,1098.0,1,2,42200.0,278.19,10398,0.0
8589,N,F,1518.0,69990.0,0.0,1518.0,,3,0,209970.0,0.0,0,0.0
8590,N,F,1527.0,73000.0,0.0,1527.0,441.0,2,9,292000.0,17159.2,57821,0.0
8591,U,F,1519.0,64000.0,0.0,1519.0,843.0,4,3,210000.0,1452.75,90156,0.0
8592,N,F,1544.0,74000.0,0.0,1544.0,437.0,4,5,592000.0,3316.3599999999997,19917,0.0
8593,N,F,1544.0,89900.0,0.0,1544.0,894.0,2,2,179800.0,967.3,20939,0.0
8594,N,F,1519.0,65800.0,0.0,1519.0,429.0,3,6,197400.0,21569.29,11681,0.0
8595,U,F,1514.0,32500.0,0.0,1514.0,,2,0,65000.0,0.0,0,0.0
8596,N,F,1499.0,64000.0,0.0,1499.0,1197.0,2,2,256000.0,1553.7199999999998,20617,0.0
8597,N,F,1519.0,48000.0,0.0,1519.0,538.0,3,23,288000.0,15764.82,89480,0.0
8598,U,F,1544.0,28000.0,0.0,1544.0,,1,0,28000.0,0.0,0,0.0
8599,N,F,1499.0,69450.0,0.0,1499.0,477.0,3,5,416700.0,7348.6,40836,0.0
8600,N,F,1519.0,68500.0,0.0,1519.0,,3,0,411000.0,0.0,0,0.0
8601,N,F,1544.0,65000.0,0.0,1544.0,1195.0,3,4,390000.0,3055.0,20314,0.0
8602,N,F,1544.0,74140.0,0.0,1544.0,1341.0,2,2,148280.0,1267.0,106343,0.0
8603,U,F,1519.0,59000.0,0.0,1519.0,,2,0,118000.0,0.0,0,0.0
8604,N,F,1514.0,41700.0,0.0,1514.0,105.0,1,3,83400.0,1249.6799999999998,56293,0.0
8605,N,F,1515.0,74000.0,0.0,1515.0,,2,0,444000.0,0.0,0,0.0
8606,N,F,1515.0,88700.0,0.0,1515.0,,2,0,354800.0,0.0,0,0.0
8607,N,F,1515.0,81600.0,0.0,1515.0,1104.0,4,10,565200.0,4271.86,2640,0.0
8608,N,F,1520.0,73900.0,0.0,1520.0,,1,0,73900.0,0.0,0,0.0
8609,N,F,1520.0,55800.0,0.0,1520.0,,2,0,223200.0,0.0,0,0.0
8610,N,F,1477.0,53400.0,0.0,1477.0,257.0,4,9,427200.0,16289.879999999997,59274,0.0
8611,N,F,1520.0,89900.0,0.0,1520.0,,2,0,179800.0,0.0,0,0.0
8612,N,F,1545.0,64650.0,0.0,1545.0,598.0,3,6,193950.0,1788.34,30856,0.0
8613,N,F,1545.0,89900.0,0.0,1545.0,454.0,2,5,359600.0,3566.56,13115,0.0
8614,N,F,1500.0,88700.0,0.0,1500.0,1144.0,4,6,311400.0,1488.68,20194,0.0
8615,N,F,1500.0,81600.0,0.0,1500.0,,1,0,326400.0,0.0,0,0.0
8616,N,F,1500.0,218910.0,0.0,1500.0,539.0,7,17,1859640.0,14817.8,44819,0.0
8617,N,F,1545.0,73131.0,0.0,1545.0,,3,0,438786.0,0.0,0,0.0
8618,N,F,1465.0,81600.0,0.0,1465.0,534.0,4,14,275200.0,5121.150000000001,49550,0.0
8619,N,F,1545.0,64853.33,0.0,1545.0,817.0,2,4,259413.32,2118.7999999999997,12007,0.0
8620,N,F,1515.0,84760.0,0.0,1515.0,787.0,2,2,169520.0,1116.55,10633,0.0
8621,N,F,1501.0,48200.0,0.0,1501.0,258.0,3,24,289200.0,20074.38000000001,72110,0.0
8622,N,F,1547.0,37600.0,0.0,1547.0,463.0,2,8,75200.0,2418.5600000000004,27636,0.0
8623,N,F,1521.0,80400.0,0.0,1521.0,528.0,2,10,160800.0,6423.24,44129,0.0
8624,N,F,1521.0,67150.0,0.0,1521.0,185.0,2,8,268600.0,11581.759999999998,50152,0.0
8625,N,F,1529.0,65300.0,0.0,1529.0,546.0,2,6,261200.0,5339.78,29947,0.0
8626,U,F,1516.0,42000.0,0.0,1516.0,821.0,2,3,84000.0,1494.76,93218,0.0
8627,N,F,1521.0,73500.0,0.0,1521.0,,4,1,294000.0,0.0,0,0.0
8628,N,F,1501.0,52300.0,0.0,1501.0,403.0,3,6,156900.0,2314.93,23282,0.0
8629,N,F,1521.0,47500.0,0.0,1521.0,101.0,2,9,95000.0,3580.1699999999996,15646,0.0
8630,U,F,1466.0,31000.0,0.0,1466.0,484.0,1,2,62000.0,1986.04,95852,0.0
8631,N,F,1516.0,37500.0,0.0,1516.0,,1,0,37500.0,0.0,0,0.0
